Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,402,36,E:System.Data.SqlClient.SqlBulkCopy.SqlRowsCopied,,,,,bulkCopy.SqlRowsCopied -= ProgressEvent.Invoke;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,398,32,M:System.Data.SqlClient.SqlBulkCopy.WriteToServer(System.Data.Common.DbDataReader),,,,,bulkCopy.WriteToServer(reader);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,396,36,M:System.Data.SqlClient.SqlDataReader.GetName(System.Int32),,,,,"bulkCopy.ColumnMappings.Add(reader.GetName(i), reader.GetName(i));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,396,36,M:System.Data.SqlClient.SqlDataReader.GetName(System.Int32),,,,,"bulkCopy.ColumnMappings.Add(reader.GetName(i), reader.GetName(i));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,396,36,T:System.Data.SqlClient.SqlBulkCopyColumnMappingCollection,,,,,"bulkCopy.ColumnMappings.Add(reader.GetName(i), reader.GetName(i));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,396,36,P:System.Data.SqlClient.SqlBulkCopy.ColumnMappings,,,,,"bulkCopy.ColumnMappings.Add(reader.GetName(i), reader.GetName(i));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,396,36,T:System.Data.SqlClient.SqlBulkCopyColumnMapping,,,,,"bulkCopy.ColumnMappings.Add(reader.GetName(i), reader.GetName(i));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,396,36,"M:System.Data.SqlClient.SqlBulkCopyColumnMappingCollection.Add(System.String,System.String)",,,,,"bulkCopy.ColumnMappings.Add(reader.GetName(i), reader.GetName(i));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,395,32,P:System.Data.SqlClient.SqlDataReader.FieldCount,,,,,"for (int i = 0; i < reader.FieldCount; i++)                                      bulkCopy.ColumnMappings.Add(reader.GetName(i), reader.GetName(i));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseCopier.Proxy.csproj,File,C:\workspace\DatabaseCopier\DatabaseCopier.Proxy\DatabaseIO.cs,392,36,T:System.Data.SqlClient.SqlRowsCopiedEventHandler,,,,,bulkCopy.SqlRowsCopied += ProgressEvent.Invoke;
